date,type,player,team,duo_tier,blanks,l5_pts,result,break_type,chain_detail
2026-04-14,hot_duo_STRONG,Chris Kreider + Leo Carlsson,ANA,STRONG,,3+3,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Chris Kreider + Alex Killorn,ANA,PP_LINK,,3+3,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Chris Kreider + Mason McTavish,ANA,PP_LINK,,3+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Chris Kreider + Cutter Gauthier,ANA,PP_LINK,,3+5,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Alex Killorn + Mason McTavish,ANA,PP_LINK,,3+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Alex Killorn + Cutter Gauthier,ANA,PP_LINK,,3+5,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE_PP2,Mason McTavish + Cutter Gauthier,ANA,ELITE_PP2,,4+5,W,chain_overlap,ANA@MIN P3 19:14 PP
2026-04-14,hot_duo_STRONG,Tage Thompson + Alex Tuch,BUF,STRONG,,3+5,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Tage Thompson + Jason Zucker,BUF,PP_LINK,,3+6,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Tage Thompson + Josh Norris,BUF,PP_LINK,,3+6,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Alex Tuch + Ryan McLeod,BUF,PP_LINK,,5+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Alex Tuch + Josh Doan,BUF,PP_LINK,,5+5,L,no_chain_overlap,
2026-04-14,hot_duo_STRONG,Jason Zucker + Ryan McLeod,BUF,STRONG,,6+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Jason Zucker + Josh Norris,BUF,PP_LINK,,6+6,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Ryan McLeod + Josh Doan,BUF,PP_LINK,,4+5,L,no_chain_overlap,
2026-04-14,hot_duo_STRONG,Josh Norris + Josh Doan,BUF,STRONG,,6+5,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE,Taylor Hall + Logan Stankoven,CAR,ELITE,,6+7,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE,Taylor Hall + Jackson Blake,CAR,ELITE,,6+7,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Taylor Hall + Nikolaj Ehlers,CAR,PP_LINK,,6+6,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE,Logan Stankoven + Jackson Blake,CAR,ELITE,,7+7,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Logan Stankoven + Nikolaj Ehlers,CAR,PP_LINK,,7+6,W,chain_overlap,CAR@NYI P1 03:05 ES
2026-04-14,hot_duo_PP_LINK,Jackson Blake + Nikolaj Ehlers,CAR,PP_LINK,,7+6,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Adam Fantilli + Mason Marchment,CBJ,PP_LINK,,4+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Blake Coleman + Morgan Frost,CGY,PP_LINK,,4+3,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE,Wyatt Johnston + Mikko Rantanen,DAL,ELITE,,6+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Wyatt Johnston + Jason Robertson,DAL,PP_LINK,,6+7,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Wyatt Johnston + Matt Duchene,DAL,PP_LINK,,6+6,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Wyatt Johnston + Thomas Harley,DAL,PP_LINK,,6+3,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Mikko Rantanen + Jason Robertson,DAL,PP_LINK,,4+7,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Mikko Rantanen + Matt Duchene,DAL,PP_LINK,,4+6,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Mikko Rantanen + Thomas Harley,DAL,PP_LINK,,4+3,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE,Jason Robertson + Matt Duchene,DAL,ELITE,,7+6,L,no_chain_overlap,
2026-04-14,hot_duo_STRONG,Jason Robertson + Mavrik Bourque,DAL,STRONG,,7+5,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Jason Robertson + Thomas Harley,DAL,PP_LINK,,7+3,L,no_chain_overlap,
2026-04-14,hot_duo_STRONG,Matt Duchene + Mavrik Bourque,DAL,STRONG,,6+5,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Matt Duchene + Thomas Harley,DAL,PP_LINK,,6+3,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Dylan Larkin + Alex DeBrincat,DET,PP_LINK,,9+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Dylan Larkin + Patrick Kane,DET,PP_LINK,,9+7,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE,Alex DeBrincat + Patrick Kane,DET,ELITE,,4+7,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Connor McDavid + Evan Bouchard,EDM,PP_LINK,,8+5,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE,Mackie Samoskevich + Eetu Luostarinen,FLA,ELITE,,4+5,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE,Artemi Panarin + Adrian Kempe,LAK,ELITE,,6+7,W,chain_overlap,LAK@VAN P2 01:04 ES
2026-04-14,hot_duo_PP_LINK,Artemi Panarin + Alex Laferriere,LAK,PP_LINK,,6+4,L,both_active_no_chain,
2026-04-14,hot_duo_PP_LINK,Adrian Kempe + Alex Laferriere,LAK,PP_LINK,,7+4,L,both_active_no_chain,
2026-04-14,hot_duo_ELITE_PP2,Trevor Moore + Quinton Byfield,LAK,ELITE_PP2,,5+4,W,chain_overlap,LAK@VAN P1 17:15 ES
2026-04-14,hot_duo_STRONG,Trevor Moore + Alex Laferriere,LAK,STRONG,,5+4,W,chain_overlap,LAK@VAN P1 17:15 ES
2026-04-14,hot_duo_STRONG,Quinton Byfield + Alex Laferriere,LAK,STRONG,,4+4,W,chain_overlap,LAK@VAN P1 17:15 ES
2026-04-14,hot_duo_PP_LINK,Vladimir Tarasenko + Marcus Johansson,MIN,PP_LINK,,3+3,L,both_active_no_chain,
2026-04-14,hot_duo_ELITE,Nick Suzuki + Juraj Slafkovsky,MTL,ELITE,,6+6,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Nick Suzuki + Lane Hutson,MTL,PP_LINK,,6+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Juraj Slafkovsky + Lane Hutson,MTL,PP_LINK,,6+4,L,no_chain_overlap,
2026-04-14,hot_duo_STRONG,Timo Meier + Nico Hischier,NJD,STRONG,,3+4,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE_PP2,Timo Meier + Dawson Mercer,NJD,ELITE_PP2,,3+3,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Timo Meier + Dougie Hamilton,NJD,PP_LINK,,3+4,L,no_chain_overlap,
2026-04-14,hot_duo_STRONG,Nico Hischier + Dawson Mercer,NJD,STRONG,,4+3,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Nico Hischier + Jack Hughes,NJD,PP_LINK,,4+7,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Nico Hischier + Connor Brown,NJD,PP_LINK,,4+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Dawson Mercer + Dougie Hamilton,NJD,PP_LINK,,3+4,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE,Jack Hughes + Connor Brown,NJD,ELITE,,7+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Luke Evangelista + Ryan Ufko,NSH,PP_LINK,,3+3,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Alexis Lafrenière + Adam Fox,NYR,PP_LINK,,4+8,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE,Drake Batherson + Tim Stützle,OTT,ELITE,,5+7,L,no_chain_overlap,
2026-04-14,hot_duo_STRONG,Drake Batherson + Claude Giroux,OTT,STRONG,,5+3,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Drake Batherson + Brady Tkachuk,OTT,PP_LINK,,5+7,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Drake Batherson + Dylan Cozens,OTT,PP_LINK,,5+5,L,no_chain_overlap,
2026-04-14,hot_duo_STRONG,Tim Stützle + Claude Giroux,OTT,STRONG,,7+3,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Tim Stützle + Brady Tkachuk,OTT,PP_LINK,,7+7,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Tim Stützle + Dylan Cozens,OTT,PP_LINK,,7+5,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Claude Giroux + Shane Pinto,OTT,PP_LINK,,3+5,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Claude Giroux + Fabian Zetterlund,OTT,PP_LINK,,3+5,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE,Brady Tkachuk + Dylan Cozens,OTT,ELITE,,7+5,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Shane Pinto + Fabian Zetterlund,OTT,PP_LINK,,5+5,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE_PP2,Tyson Foerster + Trevor Zegras,PHI,ELITE_PP2,,3+6,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Tyson Foerster + Porter Martone,PHI,PP_LINK,,3+7,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Tyson Foerster + Noah Cates,PHI,PP_LINK,,3+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Trevor Zegras + Porter Martone,PHI,PP_LINK,,6+7,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Trevor Zegras + Noah Cates,PHI,PP_LINK,,6+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Porter Martone + Noah Cates,PHI,PP_LINK,,7+4,L,no_chain_overlap,
2026-04-14,hot_duo_STRONG,Matvei Michkov + Noah Cates,PHI,STRONG,,5+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Matty Beniers + Chandler Stephenson,SEA,PP_LINK,,4+4,L,no_chain_overlap,
2026-04-14,hot_duo_STRONG,Jaden Schwartz + Chandler Stephenson,SEA,STRONG,,3+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Jaden Schwartz + Kaapo Kakko,SEA,PP_LINK,,3+4,L,no_chain_overlap,
2026-04-14,hot_duo_STRONG,Igor Chernyshov + Macklin Celebrini,SJS,STRONG,,4+6,L,no_chain_overlap,
2026-04-14,hot_duo_STRONG,Igor Chernyshov + Will Smith,SJS,STRONG,,4+3,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Igor Chernyshov + William Eklund,SJS,PP_LINK,,4+4,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE,Macklin Celebrini + Will Smith,SJS,ELITE,,6+3,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Macklin Celebrini + Alexander Wennberg,SJS,PP_LINK,,6+3,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Will Smith + Alexander Wennberg,SJS,PP_LINK,,3+3,L,no_chain_overlap,
2026-04-14,hot_duo_STRONG,William Eklund + Alexander Wennberg,SJS,STRONG,,4+3,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE,Dylan Holloway + Robert Thomas,STL,ELITE,,6+6,W,chain_overlap,PIT@STL P3 04:11 ES
2026-04-14,hot_duo_PP_LINK,Nikita Kucherov + Brayden Point,TBL,PP_LINK,,5+3,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Nikita Kucherov + Darren Raddysh,TBL,PP_LINK,,5+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Brayden Point + Darren Raddysh,TBL,PP_LINK,,3+4,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE,John Tavares + William Nylander,TOR,ELITE,,6+6,L,no_chain_overlap,
2026-04-14,hot_duo_STRONG,Clayton Keller + Lawson Crouse,UTA,STRONG,,11+5,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Clayton Keller + Dylan Guenther,UTA,PP_LINK,,11+7,L,both_active_no_chain,
2026-04-14,hot_duo_PP_LINK,Lawson Crouse + Alex Kerfoot,UTA,PP_LINK,,5+4,L,no_chain_overlap,
2026-04-14,hot_duo_PP_LINK,Marco Rossi + Brock Boeser,VAN,PP_LINK,,4+4,L,both_active_no_chain,
2026-04-14,hot_duo_PP_LINK,Marco Rossi + Filip Hronek,VAN,PP_LINK,,4+4,L,both_active_no_chain,
2026-04-14,hot_duo_PP_LINK,Brock Boeser + Filip Hronek,VAN,PP_LINK,,4+4,W,chain_overlap,LAK@VAN P2 00:52 PP
2026-04-14,hot_duo_ELITE,Jack Eichel + Mark Stone,VGK,ELITE,,9+7,L,no_chain_overlap,
2026-04-14,hot_duo_ELITE,Kyle Connor + Mark Scheifele,WPG,ELITE,,5+9,W,chain_overlap,WPG@UTA P2 17:09 PP
2026-04-15,hot_duo_STRONG,Josh Norris + Josh Doan,BUF,STRONG,,6+5,L,no_chain_overlap,
2026-04-15,hot_duo_PP_LINK,Josh Norris + Alex Tuch,BUF,PP_LINK,,6+5,L,both_active_no_chain,
2026-04-15,hot_duo_ELITE,Wyatt Johnston + Mikko Rantanen,DAL,ELITE,,6+4,L,no_chain_overlap,
2026-04-15,hot_duo_STRONG,Wyatt Johnston + Jason Robertson,DAL,STRONG,,6+7,L,both_active_no_chain,
2026-04-15,hot_duo_PP_LINK,Wyatt Johnston + Matt Duchene,DAL,PP_LINK,,6+6,L,both_active_no_chain,
2026-04-15,hot_duo_STRONG,Mikko Rantanen + Jason Robertson,DAL,STRONG,,4+7,L,no_chain_overlap,
2026-04-15,hot_duo_PP_LINK,Mikko Rantanen + Matt Duchene,DAL,PP_LINK,,4+6,L,no_chain_overlap,
2026-04-15,hot_duo_PP_LINK,Jason Robertson + Thomas Harley,DAL,PP_LINK,,7+3,L,no_chain_overlap,
2026-04-15,hot_duo_PP_LINK,Jason Robertson + Mavrik Bourque,DAL,PP_LINK,,7+5,L,both_active_no_chain,
2026-04-15,hot_duo_STRONG,Matt Duchene + Mavrik Bourque,DAL,STRONG,,6+5,L,both_active_no_chain,
2026-04-15,hot_duo_PP_LINK,Thomas Harley + Mavrik Bourque,DAL,PP_LINK,,3+5,L,no_chain_overlap,
2026-04-15,hot_duo_ELITE,Matthew Tkachuk + Mackie Samoskevich,FLA,ELITE,,5+4,L,both_active_no_chain,
2026-04-15,hot_duo_PP_LINK,Claude Giroux + Fabian Zetterlund,OTT,PP_LINK,,3+5,L,both_active_no_chain,
2026-04-15,hot_duo_ELITE,Drake Batherson + Dylan Cozens,OTT,ELITE,,5+5,L,both_active_no_chain,
2026-04-15,hot_duo_PP_LINK,Drake Batherson + Shane Pinto,OTT,PP_LINK,,5+5,L,both_active_no_chain,
2026-04-15,hot_duo_PP_LINK,Dylan Cozens + Shane Pinto,OTT,PP_LINK,,5+5,W,chain_overlap,TOR@OTT P3 19:54 EN
2026-04-15,hot_duo_PP_LINK,Matty Beniers + Chandler Stephenson,SEA,PP_LINK,,4+4,L,no_chain_overlap,
2026-04-15,hot_duo_PP_LINK,Igor Chernyshov + Macklin Celebrini,SJS,PP_LINK,,4+6,L,no_chain_overlap,
2026-04-15,hot_duo_STRONG,Macklin Celebrini + Will Smith,SJS,STRONG,,6+3,L,no_chain_overlap,
2026-04-15,hot_duo_STRONG,Macklin Celebrini + William Eklund,SJS,STRONG,,6+4,L,no_chain_overlap,
2026-04-15,hot_duo_STRONG,Will Smith + William Eklund,SJS,STRONG,,3+4,L,no_chain_overlap,
2026-04-15,hot_duo_PP_LINK,Will Smith + Alexander Wennberg,SJS,PP_LINK,,3+3,L,no_chain_overlap,
2026-04-15,hot_duo_PP_LINK,Brandon Hagel + Nikita Kucherov,TBL,PP_LINK,,5+5,L,no_chain_overlap,
2026-04-15,hot_duo_PP_LINK,Brandon Hagel + Brayden Point,TBL,PP_LINK,,5+3,L,no_chain_overlap,
2026-04-15,hot_duo_PP_LINK,Brandon Hagel + Darren Raddysh,TBL,PP_LINK,,5+4,L,no_chain_overlap,
2026-04-15,hot_duo_PP_LINK,Nikita Kucherov + Brayden Point,TBL,PP_LINK,,5+3,L,no_chain_overlap,
2026-04-15,hot_duo_PP_LINK,Nikita Kucherov + Darren Raddysh,TBL,PP_LINK,,5+4,L,no_chain_overlap,
2026-04-15,hot_duo_PP_LINK,Brayden Point + Darren Raddysh,TBL,PP_LINK,,3+4,L,no_chain_overlap,
2026-04-15,hot_duo_ELITE,John Tavares + William Nylander,TOR,ELITE,,6+6,L,no_chain_overlap,
2026-04-15,hot_duo_ELITE,Jack Eichel + Mark Stone,VGK,ELITE,,9+7,L,no_chain_overlap,
2026-04-15,hot_duo_PP_LINK,Jack Eichel + Pavel Dorofeyev,VGK,PP_LINK,,9+5,L,no_chain_overlap,
2026-04-15,hot_duo_PP_LINK,Mark Stone + Pavel Dorofeyev,VGK,PP_LINK,,7+5,L,no_chain_overlap,
2026-04-18,hot_duo_STRONG,Andrei Svechnikov + Sebastian Aho,CAR,STRONG,,6+5,L,no_chain_overlap,
2026-04-18,hot_duo_PP_LINK,Sebastian Aho + Taylor Hall,CAR,PP_LINK,,5+6,L,no_chain_overlap,
2026-04-18,hot_duo_PP_LINK,Sebastian Aho + Nikolaj Ehlers,CAR,PP_LINK,,5+6,L,no_chain_overlap,
2026-04-18,hot_duo_STRONG,Taylor Hall + Logan Stankoven,CAR,STRONG,,6+7,W,chain_overlap,OTT@CAR P2 02:11 ES
2026-04-18,hot_duo_STRONG,Taylor Hall + Jackson Blake,CAR,STRONG,,6+6,W,chain_overlap,OTT@CAR P2 02:11 ES
2026-04-18,hot_duo_PP_LINK,Taylor Hall + Nikolaj Ehlers,CAR,PP_LINK,,6+6,L,no_chain_overlap,
2026-04-18,hot_duo_ELITE_PP2,Logan Stankoven + Jackson Blake,CAR,ELITE_PP2,,7+6,W,chain_overlap,OTT@CAR P2 02:11 ES
2026-04-18,hot_duo_PP_LINK,Logan Stankoven + Mark Jankowski,CAR,PP_LINK,,7+3,L,no_chain_overlap,
2026-04-18,hot_duo_PP_LINK,Logan Stankoven + Alexander Nikishin,CAR,PP_LINK,,7+3,L,no_chain_overlap,
2026-04-18,hot_duo_PP_LINK,Logan Stankoven + Jordan Staal,CAR,PP_LINK,,7+4,L,no_chain_overlap,
2026-04-18,hot_duo_PP_LINK,Jackson Blake + Mark Jankowski,CAR,PP_LINK,,6+3,L,no_chain_overlap,
2026-04-18,hot_duo_PP_LINK,Jackson Blake + Alexander Nikishin,CAR,PP_LINK,,6+3,L,no_chain_overlap,
2026-04-18,hot_duo_PP_LINK,Jackson Blake + Jordan Staal,CAR,PP_LINK,,6+4,L,no_chain_overlap,
2026-04-18,hot_duo_STRONG,Nikolaj Ehlers + Jordan Staal,CAR,STRONG,,6+4,L,no_chain_overlap,
2026-04-18,hot_duo_PP_LINK,Mark Jankowski + Alexander Nikishin,CAR,PP_LINK,,3+3,L,no_chain_overlap,
2026-04-18,hot_duo_PP_LINK,Mark Jankowski + Jordan Staal,CAR,PP_LINK,,3+4,L,no_chain_overlap,
2026-04-18,hot_duo_PP_LINK,Alexander Nikishin + Jordan Staal,CAR,PP_LINK,,3+4,L,no_chain_overlap,
2026-04-18,hot_duo_PP_LINK,Wyatt Johnston + Jason Robertson,DAL,PP_LINK,,6+7,W,chain_overlap,MIN@DAL P2 15:10 PP
2026-04-18,hot_duo_PP_LINK,Wyatt Johnston + Matt Duchene,DAL,PP_LINK,,6+6,L,no_chain_overlap,
2026-04-18,hot_duo_ELITE,Jason Robertson + Matt Duchene,DAL,ELITE,,7+6,L,no_chain_overlap,
2026-04-18,hot_duo_STRONG,Jason Robertson + Mavrik Bourque,DAL,STRONG,,7+6,L,no_chain_overlap,
2026-04-18,hot_duo_STRONG,Matt Duchene + Mavrik Bourque,DAL,STRONG,,6+6,L,no_chain_overlap,
2026-04-18,hot_duo_PP_LINK,Mavrik Bourque + Justin Hryckowian,DAL,PP_LINK,,6+4,L,no_chain_overlap,
2026-04-18,hot_duo_PP_LINK,Mavrik Bourque + Esa Lindell,DAL,PP_LINK,,6+4,L,no_chain_overlap,
2026-04-18,hot_duo_PP_LINK,Justin Hryckowian + Esa Lindell,DAL,PP_LINK,,4+4,L,no_chain_overlap,
2026-04-18,hot_duo_STRONG,Kirill Kaprizov + Ryan Hartman,MIN,STRONG,,6+6,W,chain_overlap,MIN@DAL P2 00:56 ES
2026-04-18,hot_duo_STRONG,Kirill Kaprizov + Mats Zuccarello,MIN,STRONG,,6+9,W,chain_overlap,MIN@DAL P2 00:56 ES
2026-04-18,hot_duo_PP_LINK,Kirill Kaprizov + Marcus Johansson,MIN,PP_LINK,,6+4,L,no_chain_overlap,
2026-04-18,hot_duo_PP_LINK,Kirill Kaprizov + Joel Eriksson Ek,MIN,PP_LINK,,6+6,W,chain_overlap,MIN@DAL P2 06:30 ES
2026-04-18,hot_duo_PP_LINK,Kirill Kaprizov + Matt Boldy,MIN,PP_LINK,,6+6,W,chain_overlap,MIN@DAL P2 06:30 ES
2026-04-18,hot_duo_STRONG,Ryan Hartman + Mats Zuccarello,MIN,STRONG,,6+9,W,chain_overlap,MIN@DAL P2 00:56 ES
